Argument Unit ID,Corpus Name,AIFdb Unit ID,AIFdb Map ID  
33,looc1,58938,4290
33,looc1,58938,3992
34,looc1,58940,4242
34,looc1,58940,4116
34,looc1,58940,3902
35,looc1,53574,3103
35,looc1,53574,3102
36,looc1,53584,3103
36,looc1,53584,3433
36,looc1,53584,3336
36,looc1,53584,3457
36,looc1,53584,3291
37,looc1,58881,4009
37,looc1,60160,4142
37,looc1,58881,3896
37,looc1,58881,4019
37,looc1,58881,3895
37,looc1,60160,4105
37,looc1,60160,4082
38,looc1,58891,4009
38,looc1,58891,3896
38,looc1,58891,4082
39,looc1,56303,3501
39,looc1,56303,3505
39,looc1,56303,3529
39,looc1,56303,3732
39,looc1,56303,3777
39,looc1,56303,3752
40,looc1,56305,3501
41,looc1,51566,2800
41,looc1,51566,2826
41,looc1,52160,2897
41,looc1,52160,2876
42,looc1,51568,2800
42,looc1,51568,2982
43,looc1,59408,3962
43,looc1,59408,4155
43,looc1,59408,4045
44,looc1,59410,3962
44,looc1,59410,4253
44,looc1,59410,4155
44,looc1,59410,4035
44,looc1,59410,4045
45,looc1,48924,2478
45,looc1,48924,2774
45,looc1,48924,2650
45,looc1,48924,2387
46,looc1,49505,2478
46,looc1,49505,2463
46,looc1,49505,2479
47,looc1,56097,3477
47,looc1,56949,3744
47,looc1,56949,3583
47,looc1,56949,3666
48,looc1,56099,3477
48,looc1,56099,3831
48,looc1,56099,3817
48,looc1,56099,3744
48,looc1,56099,3583
48,looc1,56099,3666
49,looc1,48711,2493
49,looc1,48711,2520
49,looc1,48711,2527
49,looc1,48711,2689
49,looc1,48711,2491
49,looc1,48711,2502
49,looc1,48711,2709
49,looc1,48711,2490
49,looc1,48711,2523
49,looc1,48711,2524
49,looc1,48711,2526
49,looc1,48711,2361
49,looc1,48711,2517
49,looc1,48711,2489
49,looc1,48711,2509
49,looc1,48711,2698
49,looc1,48711,2503
49,looc1,48711,2711
49,looc1,48711,2485
50,looc1,49706,2493
50,looc1,49706,2687
50,looc1,49706,2523
51,looc1,59472,4171
51,looc1,59472,4054
51,looc1,59472,4003
51,looc1,59472,3970
51,looc1,59472,4122
51,looc1,59472,3983
51,looc1,59472,4159
51,looc1,59472,3971
52,looc1,59482,4171
52,looc1,59482,4054
52,looc1,59482,4003
52,looc1,59482,4218
52,looc1,59482,3971
53,looc1,56452,3677
53,looc1,56452,3518
53,looc1,56452,3734
53,looc1,56452,3579
54,looc1,57537,3677
55,looc1,49351,2715
55,looc1,49351,2579
55,looc1,49351,2532
55,looc1,49351,2528
55,looc1,49351,2722
55,looc1,49351,2725
55,looc1,49351,2608
55,looc1,49351,2581
55,looc1,49351,2727
55,looc1,49351,2730
55,looc1,49351,2717
55,looc1,49351,2584
55,looc1,49351,2586
55,looc1,49351,2588
55,looc1,49351,2440
56,looc1,51067,2715
57,looc1,59226,4181
57,looc1,59226,4177
57,looc1,59226,3939
57,looc1,59226,4102
57,looc1,59226,3991
57,looc1,59226,3940
57,looc1,59226,4065
57,looc1,59226,3986
57,looc1,59226,4238
57,looc1,59226,4217
58,looc1,59233,4181
58,looc1,59233,3991
58,looc1,59233,3940
58,looc1,59233,4065
58,looc1,59233,4217
59,looc1,57410,3827
59,looc1,57410,3656
60,looc1,57866,3827
60,looc1,57866,3730
61,looc1,56742,3587
61,looc1,56742,3762
61,looc1,56742,3644
61,looc1,56742,3618
61,looc1,56742,3728
61,looc1,56742,3552
61,looc1,56742,3875
61,looc1,56742,3558
62,looc1,56978,3587
62,looc1,56978,3762
62,looc1,56978,3644
62,looc1,56978,3875
63,looc1,56396,3512
63,looc1,56396,3522
64,looc1,56398,3512
64,looc1,56398,3839
65,looc1,52402,3091
65,looc1,52402,2912
65,looc1,52402,2946
66,looc1,53783,3316
66,looc1,53783,3224
66,looc1,53783,3127
67,looc1,54703,3316
67,looc1,54703,3375
67,looc1,54703,3253
67,looc1,54703,3441
67,looc1,54703,3328
67,looc1,54703,3391
68,looc1,51653,2992
68,looc1,51653,3052
68,looc1,51653,2888
68,looc1,51653,3068
68,looc1,51653,2811
68,looc1,51653,2853
68,looc1,51653,2907
68,looc1,51653,2988
69,looc1,51655,2992
69,looc1,51655,2888
69,looc1,51655,3068
69,looc1,51655,2811
69,looc1,51655,2937
70,looc1,56613,3648
70,looc1,56613,3568
70,looc1,56613,3595
70,looc1,56613,3797
70,looc1,56613,3809
70,looc1,56613,3594
70,looc1,56613,3766
70,looc1,56613,3828
70,looc1,56613,3537
70,looc1,56613,3701
70,looc1,56613,3588
71,looc1,57360,3648
72,looc1,52313,2996
72,looc1,52313,2959
72,looc1,52313,2898
73,looc1,54486,3229
73,looc1,54486,3220
74,looc1,54544,3229
75,looc1,53681,3400
75,looc1,53681,3292
75,looc1,53681,3362
75,looc1,53681,3470
75,looc1,53681,3115
75,looc1,53681,3245
76,looc1,55620,3400
76,looc1,55620,3410
77,looc1,52092,2892
77,looc1,52092,2910
77,looc1,52092,2902
77,looc1,52092,2880
77,looc1,52092,2866
77,looc1,52092,2898
77,looc1,52092,2896
77,looc1,52092,2899
77,looc1,52092,2891
77,looc1,52092,2904
78,looc1,52273,2892
78,looc1,52273,2940
79,looc1,57228,3626
79,looc1,57228,3775
80,looc1,49152,2621
80,looc1,49152,2453
80,looc1,49152,2415
80,looc1,49152,2602
81,looc1,49159,2621
81,looc1,49159,2453
81,looc1,49159,2554
81,looc1,49159,2452
81,looc1,49159,2601
81,looc1,49159,2647
81,looc1,49159,2646
81,looc1,49159,2416
81,looc1,49159,2738
81,looc1,49159,2600
81,looc1,49159,2451
81,looc1,49159,2602
81,looc1,49159,2739
81,looc1,49159,2740
81,looc1,49159,2741
81,looc1,49159,2752
82,looc1,54647,3345
82,looc1,54647,3431
82,looc1,54647,3244
83,looc1,55303,3345
84,looc1,58847,3891
85,looc1,58849,3891
85,looc1,58849,4130
85,looc1,58849,4154
86,looc1,53935,3422
86,looc1,53935,3145
86,looc1,53935,3406
86,looc1,53935,3388
86,looc1,53935,3424
87,looc1,55051,3422
87,looc1,55051,3307
87,looc1,55051,3464
87,looc1,55051,3348
88,looc1,59354,4204
88,looc1,59354,3955
88,looc1,59354,4005
88,looc1,59354,4042
88,looc1,59354,4176
88,looc1,59354,3956
88,looc1,59354,4295
89,looc1,60630,4204
89,looc1,60630,4164
90,looc1,58838,3890
90,looc1,58838,4090
90,looc1,58838,4156
90,looc1,58838,4085
91,looc1,58840,3890
91,looc1,58840,4090
91,looc1,58840,4263
91,looc1,58840,4156
91,looc1,58840,4018
92,looc1,56380,3756
92,looc1,56380,3510
93,looc1,56382,3756
93,looc1,56382,3511
93,looc1,56382,3829
93,looc1,56382,3628
93,looc1,56382,3713
93,looc1,56382,3510
93,looc1,56382,3596
93,looc1,56382,3855
94,looc1,48853,2464
94,looc1,48853,2378
94,looc1,48853,2658
94,looc1,48853,2767
95,looc1,49493,2464
95,looc1,49493,2461
95,looc1,49493,2659
95,looc1,49493,2658
95,looc1,49493,2465
95,looc1,49493,2661
96,looc1,54105,3198
96,looc1,54105,3283
96,looc1,54105,3467
96,looc1,54105,3334
96,looc1,54105,3165
96,looc1,54105,3188
96,looc1,54105,3250
96,looc1,54105,3351
96,looc1,54105,3438
97,looc1,54343,3198
97,looc1,54343,3334
97,looc1,54343,3250
98,looc1,49059,2593
98,looc1,49059,2403
98,looc1,49059,2449
98,looc1,49059,2628
99,looc1,50351,2593
100,looc1,53908,3462
100,looc1,53908,3359
100,looc1,53908,3142
100,looc1,53908,3302
100,looc1,53908,3230
101,looc1,53910,3462
101,looc1,53910,3359
101,looc1,53910,3142
101,looc1,53910,3302
102,looc1,59149,4132
102,looc1,59149,4023
102,looc1,59149,4186
102,looc1,59149,4213
102,looc1,59149,4126
102,looc1,59149,3929
102,looc1,59149,4108
103,looc1,59158,4132
103,looc1,59158,3930
103,looc1,59158,4198
103,looc1,59158,4279
104,looc1,52573,2938
105,looc1,54830,3309
105,looc1,54830,3272
106,looc1,55066,3309
107,looc1,54028,3156
107,looc1,54028,3265
107,looc1,54028,3409
107,looc1,54028,3465
107,looc1,54028,3227
108,looc1,54030,3156
108,looc1,54030,3265
108,looc1,54030,3465
108,looc1,54030,3317
108,looc1,54030,3227
109,looc1,59417,4103
109,looc1,59417,4251
109,looc1,59417,3981
109,looc1,59417,3963
109,looc1,59417,3965
109,looc1,59417,3972
109,looc1,59417,4118
109,looc1,59417,4277
109,looc1,59417,4083
109,looc1,59417,4153
109,looc1,59417,3987
109,looc1,59417,3978
109,looc1,59417,4152
109,looc1,59417,4206
109,looc1,59417,4071
109,looc1,59417,4169
109,looc1,59417,3997
110,looc1,59419,4103
110,looc1,59419,3963
110,looc1,59419,4212
110,looc1,59419,3964
110,looc1,59419,3987
110,looc1,59419,4053
110,looc1,59419,4220
110,looc1,59419,4169
111,looc1,59141,4273
111,looc1,59141,4272
111,looc1,59141,4216
111,looc1,59141,4064
111,looc1,59141,4051
111,looc1,59141,4078
111,looc1,59141,4267
111,looc1,59141,3928
111,looc1,59141,3985
111,looc1,59141,4213
111,looc1,59141,4210
111,looc1,59141,4192
111,looc1,59141,4081
111,looc1,59141,4137
112,looc1,59956,4273
112,looc1,59956,4048
112,looc1,59956,4240
113,looc1,51671,2981
113,looc1,51671,2813
113,looc1,51671,3013
113,looc1,51671,3024
114,looc1,52833,2981
115,looc1,49238,2426
115,looc1,49238,2456
116,looc1,49240,2426
117,looc1,53540,3300
117,looc1,53540,3204
117,looc1,53540,3432
117,looc1,53540,3228
117,looc1,53540,3170
117,looc1,53540,3148
117,looc1,53540,3261
117,looc1,53540,3219
117,looc1,53540,3215
117,looc1,53540,3189
117,looc1,53540,3281
117,looc1,53540,3162
117,looc1,53540,3287
117,looc1,53540,3256
117,looc1,53540,3098
117,looc1,53540,3279
117,looc1,53540,3288
117,looc1,53540,3382
117,looc1,53540,3137
117,looc1,53540,3184
117,looc1,53540,3244
117,looc1,53540,3241
117,looc1,53540,3150
117,looc1,53540,3278
117,looc1,53540,3122
117,looc1,53540,3174
117,looc1,53540,3207
117,looc1,53540,3293
117,looc1,53540,3209
117,looc1,53540,3297
117,looc1,53540,3157
117,looc1,53540,3442
117,looc1,53540,3276
117,looc1,53540,3221
117,looc1,53540,3284
117,looc1,53540,3341
117,looc1,53540,3171
117,looc1,53540,3264
117,looc1,53540,3266
117,looc1,53540,3129
117,looc1,53540,3239
118,looc1,55005,3300
119,looc1,54223,3181
120,looc1,54225,3181
120,looc1,54225,3459
120,looc1,54225,3460
120,looc1,54225,3262
120,looc1,54225,3267
121,looc1,56835,3565
121,looc1,56835,3863
121,looc1,56835,3638
122,looc1,56837,3565
122,looc1,56837,3863
122,looc1,56837,3743
123,looc1,48680,2737
123,looc1,48680,2448
123,looc1,48680,2697
123,looc1,48680,2505
123,looc1,48680,2714
123,looc1,48680,2759
123,looc1,48680,2484
123,looc1,48680,2519
123,looc1,48680,2679
123,looc1,48680,2696
123,looc1,48680,2467
123,looc1,48680,2472
123,looc1,48680,2546
123,looc1,48680,2694
123,looc1,48680,2359
123,looc1,48680,2624
123,looc1,48680,2760
123,looc1,48680,2592
123,looc1,48680,2556
123,looc1,48680,2488
123,looc1,48680,2555
123,looc1,48680,2640
123,looc1,48680,2680
123,looc1,48680,2638
123,looc1,48680,2627
123,looc1,48680,2745
124,looc1,49051,2737
124,looc1,49051,2625
124,looc1,49051,2448
124,looc1,49051,2598
124,looc1,49051,2599
124,looc1,49051,2592
124,looc1,49051,2454
124,looc1,49051,2744
124,looc1,49051,2736
124,looc1,49051,2627
124,looc1,49051,2626
124,looc1,49051,2402
125,looc1,49175,2579
125,looc1,49175,2731
125,looc1,49175,2418
125,looc1,49175,2729
125,looc1,49175,2631
125,looc1,49175,2428
125,looc1,49175,2723
125,looc1,49175,2586
126,looc1,57711,3794
126,looc1,57711,3705
126,looc1,57711,3842
126,looc1,57711,3841
126,looc1,57711,3799
127,looc1,58243,3794
128,looc1,48917,2576
128,looc1,48917,2386
129,looc1,49043,2576
129,looc1,49043,2757
129,looc1,49043,2656
129,looc1,49043,2634
129,looc1,49043,2401
129,looc1,49043,2470
129,looc1,49043,2572
129,looc1,49043,2558
130,looc1,51680,2961
130,looc1,51680,2814
131,looc1,52709,2961
131,looc1,52709,3040
132,looc1,49068,2625
132,looc1,49068,2598
132,looc1,49068,2404
132,looc1,49068,2454
132,looc1,49068,2744
133,looc1,55556,3418
133,looc1,55556,3399
133,looc1,55556,3390
134,looc1,55733,3418
135,looc1,49200,2611
135,looc1,49200,2501
135,looc1,49200,2529
135,looc1,49200,2528
135,looc1,49200,2455
135,looc1,49200,2719
135,looc1,49200,2717
135,looc1,49200,2500
135,looc1,49200,2609
135,looc1,49200,2421
135,looc1,49200,2530
135,looc1,49200,2612
135,looc1,49200,2718
136,looc1,49954,2611
136,looc1,49954,2531
136,looc1,49954,2716
137,looc1,59302,4297
137,looc1,59302,4184
137,looc1,59302,4099
137,looc1,59302,3949
137,looc1,59302,4233
138,looc1,60403,4297
138,looc1,60403,4125
139,looc1,54389,3204
140,looc1,56407,3753
140,looc1,56407,3698
140,looc1,56407,3513
140,looc1,56407,3561
140,looc1,56407,3878
141,looc1,56806,3753
141,looc1,56806,3698
141,looc1,56806,3561
141,looc1,56806,3878
142,looc1,59240,4163
142,looc1,59240,4272
142,looc1,59240,4078
142,looc1,59240,3941
143,looc1,56598,3608
143,looc1,56598,3535
143,looc1,56598,3691
143,looc1,56598,3848
143,looc1,56598,3725
144,looc1,57108,3608
145,looc1,51646,3050
145,looc1,51646,2935
145,looc1,51646,2880
145,looc1,51646,2810
146,looc1,53255,3050
147,looc1,48845,2755
147,looc1,48845,2461
147,looc1,48845,2563
147,looc1,48845,2660
147,looc1,48845,2754
147,looc1,48845,2661
147,looc1,48845,2377
148,looc1,49486,2755
148,looc1,49486,2766
148,looc1,49486,2460
148,looc1,49486,2563
148,looc1,49486,2756
148,looc1,49486,2559
148,looc1,49486,2635
148,looc1,49486,2767
148,looc1,49486,2568
149,looc1,56554,3770
149,looc1,56554,3530
149,looc1,56554,3705
149,looc1,56554,3570
150,looc1,56868,3770
150,looc1,56868,3708
150,looc1,56868,3584
150,looc1,56868,3570
151,looc1,56338,3640
151,looc1,56338,3836
151,looc1,56338,3505
151,looc1,56338,3777
151,looc1,56338,3881
151,looc1,56338,3795
151,looc1,56338,3575
151,looc1,56338,3622
152,looc1,57311,3640
153,looc1,51608,3067
153,looc1,51608,2969
153,looc1,51608,2805
154,looc1,56674,3673
154,looc1,56674,3837
154,looc1,56674,3544
154,looc1,56674,3709
155,looc1,51598,2834
155,looc1,51598,2804
155,looc1,51598,2808
155,looc1,51598,2852
156,looc1,56249,3746
156,looc1,56249,3645
156,looc1,56249,3495
156,looc1,56249,3560
156,looc1,56249,3832
157,looc1,56799,3746
157,looc1,56799,3645
157,looc1,56799,3560
157,looc1,56799,3832
158,looc1,53567,3214
158,looc1,53567,3313
158,looc1,53567,3403
158,looc1,53567,3101
158,looc1,53567,3325
159,looc1,54263,3214
159,looc1,54263,3187
160,looc1,56052,3472
161,looc1,56054,3472
161,looc1,56054,3824
161,looc1,56054,3667
161,looc1,56054,3812
161,looc1,56054,3589
161,looc1,56054,3845
161,looc1,56054,3712
162,looc1,48875,2381
162,looc1,50691,2653
162,looc1,48875,2386
163,looc1,48877,2381
163,looc1,48877,2656
163,looc1,48877,2763
163,looc1,48877,2463
163,looc1,48877,2572
163,looc1,48877,2764
164,looc1,51821,2832
164,looc1,51821,2991
164,looc1,51821,2971
164,looc1,51821,3034
164,looc1,51821,3041
164,looc1,51821,3015
165,looc1,56590,3535
165,looc1,56590,3691
165,looc1,56590,3848
165,looc1,56590,3725
165,looc1,56590,3825
165,looc1,56590,3718
165,looc1,56590,3675
165,looc1,56590,3534
166,looc1,56957,3708
166,looc1,56957,3584
167,looc1,52258,2983
167,looc1,52258,3039
167,looc1,52258,2967
167,looc1,52258,2890
168,looc1,52846,2983
169,looc1,52594,2942
170,looc1,52596,2942
171,looc1,58806,3886
171,looc1,58806,3913
172,looc1,53699,3396
172,looc1,53699,3315
172,looc1,53699,3460
172,looc1,53699,3117
172,looc1,53699,3173
172,looc1,53699,3379
172,looc1,53699,3203
172,looc1,53699,3262
172,looc1,53699,3329
172,looc1,53699,3118
172,looc1,53699,3367
172,looc1,53699,3304
172,looc1,53699,3449
173,looc1,55033,3396
173,looc1,55033,3329
173,looc1,55033,3304
174,looc1,51585,2802
174,looc1,51585,2947
174,looc1,51585,3049
174,looc1,51585,2978
175,looc1,53113,3028
176,looc1,48866,2774
176,looc1,48866,2765
176,looc1,48866,2577
176,looc1,48866,2762
176,looc1,48866,2650
176,looc1,48866,2654
176,looc1,48866,2569
176,looc1,48866,2566
176,looc1,48866,2574
176,looc1,48866,2756
176,looc1,48866,2382
176,looc1,48866,2395
176,looc1,48866,2559
176,looc1,48866,2635
176,looc1,48866,2651
176,looc1,48866,2387
176,looc1,48866,2380
177,looc1,50223,2573
178,looc1,50225,2573
178,looc1,50225,2575
178,looc1,50225,2772
179,looc1,59326,4187
179,looc1,59326,3952
180,looc1,60142,4187
180,looc1,60142,4281
180,looc1,60142,4079
181,looc1,56070,3556
181,looc1,56070,3474
181,looc1,56070,3681
181,looc1,56070,3763
181,looc1,56070,3624
182,looc1,56072,3556
182,looc1,56072,3607
182,looc1,56072,3879
182,looc1,56072,3812
182,looc1,56072,3474
182,looc1,56072,3681
182,looc1,56072,3763
183,looc1,48948,2639
183,looc1,48948,2596
183,looc1,48948,2597
183,looc1,48948,2414
183,looc1,48948,2761
183,looc1,48948,2405
183,looc1,48948,2742
183,looc1,48948,2624
183,looc1,48948,2390
183,looc1,48948,2623
183,looc1,48948,2745
184,looc1,48950,2639
184,looc1,48950,2554
184,looc1,48950,2761
184,looc1,48950,2390
184,looc1,48950,2468
185,looc1,49130,2603
185,looc1,49130,2596
185,looc1,49130,2414
185,looc1,49130,2416
185,looc1,49130,2648
185,looc1,49130,2412
185,looc1,49130,2649
185,looc1,49130,2742
185,looc1,49130,2743
185,looc1,49130,2622
185,looc1,49130,2606
185,looc1,49130,2753
185,looc1,49130,2607
185,looc1,49130,2623
185,looc1,49130,2750
186,looc1,50412,2603
186,looc1,50412,2743
186,looc1,50412,2622
187,looc1,59111,4014
187,looc1,59111,4260
187,looc1,59111,3924
187,looc1,59111,4178
187,looc1,59111,4124
188,looc1,51575,2860
188,looc1,51575,2986
188,looc1,51575,3020
188,looc1,51575,2815
188,looc1,51575,2807
188,looc1,51575,3051
188,looc1,51575,2801
188,looc1,51575,3088
188,looc1,51575,3073
189,looc1,56520,3660
189,looc1,56520,3526
189,looc1,56520,3870
189,looc1,56520,3695
190,looc1,56522,3660
190,looc1,56522,3526
190,looc1,56522,3870
191,looc1,56195,3654
191,looc1,56195,3661
191,looc1,56195,3554
191,looc1,56195,3773
191,looc1,56195,3489
191,looc1,56195,3590
192,looc1,56233,3654
192,looc1,56233,3493
192,looc1,56233,3554
192,looc1,56233,3773
192,looc1,56233,3819
193,looc1,53824,3299
193,looc1,53824,3371
193,looc1,53824,3132
193,looc1,53824,3436
194,looc1,53826,3299
194,looc1,53826,3371
194,looc1,53826,3132
194,looc1,53826,3436
195,looc1,49405,2790
195,looc1,49405,2447
195,looc1,49405,2686
196,looc1,51484,2790
197,looc1,51517,3056
197,looc1,51517,2866
197,looc1,51517,2993
197,looc1,51517,2794
198,looc1,53510,3094
199,looc1,53512,3094
200,looc1,53652,3205
200,looc1,53652,3112
201,looc1,53654,3205
201,looc1,53654,3306
201,looc1,53654,3112
202,looc1,53953,3238
202,looc1,53953,3147
202,looc1,53953,3464
202,looc1,53953,3348
202,looc1,53953,3190
203,looc1,54610,3238
204,looc1,53646,3459
204,looc1,53646,3111
204,looc1,53646,3267
204,looc1,53646,3236
204,looc1,53646,3176
204,looc1,53646,3429
204,looc1,53646,3374
205,looc1,59285,4221
205,looc1,59285,3947
205,looc1,59285,4257
205,looc1,59285,4094
205,looc1,59285,4245
206,looc1,59294,4221
206,looc1,59294,4184
206,looc1,59294,4099
206,looc1,59294,3948
206,looc1,59294,4149
206,looc1,59294,4067
206,looc1,59294,3949
206,looc1,59294,4233
207,looc1,56231,3493
208,looc1,60949,4219
209,looc1,60951,4219
210,looc1,54719,3255
210,looc1,54719,3394
210,looc1,54719,3260
210,looc1,54719,3263
211,looc1,54721,3255
212,looc1,52469,2922
212,looc1,52469,3037
212,looc1,52469,3033
213,looc1,49124,2452
213,looc1,49124,2601
213,looc1,49124,2646
213,looc1,49124,2411
214,looc1,59055,4162
214,looc1,59055,3917
214,looc1,59055,4097
215,looc1,60016,4162
215,looc1,60016,4058
215,looc1,60016,4097
216,looc1,59166,4049
216,looc1,59166,4041
216,looc1,59166,3931
217,looc1,59173,4049
217,looc1,59173,3976
217,looc1,59173,3932
217,looc1,59173,4215
218,looc1,52793,3040
218,looc1,52793,2975
218,looc1,52793,2998
219,looc1,56663,3548
219,looc1,56663,3873
219,looc1,56663,3771
219,looc1,56663,3543
220,looc1,56709,3548
220,looc1,56709,3751
220,looc1,56709,3873
220,looc1,56709,3642
220,looc1,56709,3600
221,looc1,49761,2501
221,looc1,49761,2721
222,looc1,53600,3352
222,looc1,53600,3392
222,looc1,53600,3105
222,looc1,53600,3420
222,looc1,53600,3368
222,looc1,53600,3106
222,looc1,53600,3468
222,looc1,53600,3187
223,looc1,55343,3352
224,looc1,56115,3782
224,looc1,56115,3671
224,looc1,56115,3737
224,looc1,56115,3479
224,looc1,56115,3632
224,looc1,56115,3573
225,looc1,56890,3782
225,looc1,56890,3737
225,looc1,56890,3632
225,looc1,56890,3573
226,looc1,56856,3568
227,looc1,49273,2724
227,looc1,49273,2582
227,looc1,49273,2431
227,looc1,49273,2585
227,looc1,49273,2583
228,looc1,49463,2724
228,looc1,49463,2722
228,looc1,49463,2727
228,looc1,49463,2457
228,looc1,49463,2584
228,looc1,49463,2728
229,looc1,51828,2833
229,looc1,51828,3083
229,looc1,51828,2964
229,looc1,51828,2865
229,looc1,51828,3058
230,looc1,59456,4047
230,looc1,59456,4091
230,looc1,59456,4189
230,looc1,59456,3969
230,looc1,59456,3968
230,looc1,59456,4185
230,looc1,59456,4000
